Number	Accession	A's	G's	C's	T's	N's	Length	GC%
561	CY062401  	599	379	314	409	0	1726	40.7
562	CY062402  	599	379	314	409	0	1726	40.7
563	CY062403  	601	378	313	409	0	1726	40.6
564	CY062405  	602	377	314	408	0	1726	40.6
565	CY062406  	602	377	315	407	0	1726	40.7
566	CY062407  	602	377	314	408	0	1726	40.6
567	AB451123  	195	157	99	149	0	609	42.7
568	AB451126  	194	158	98	150	0	609	42.7
569	AB451122  	196	158	95	151	0	609	42.2
570	AB451164  	336	207	218	217	0	992	43.5
571	AB453378  	344	200	219	224	0	1002	42.5
572	AB043497  	348	221	223	237	0	1044	43.1
573	AB453379  	340	201	217	229	0	1002	42.4
574	AB255395  	338	207	212	221	0	992	42.8
575	AB453380  	340	201	217	229	0	1002	42.4
576	AB259107  	343	201	217	226	0	1002	42.4
577	AB259772  	86	93	70	87	0	341	48.5
578	AB453381  	339	201	217	230	0	1002	42.4
579	AB453382  	341	201	219	226	0	1002	42.6
580	AB259108  	344	200	217	226	0	1002	42.2
581	AB259773  	83	89	68	87	0	332	48.0
582	AB255390  	325	217	217	219	0	992	44.4
583	AB451127  	437	310	234	352	0	1353	40.8
584	AB451165  	336	207	217	218	0	992	43.4
585	AB255396  	330	213	218	217	0	992	44.1
586	AB289674  	341	201	219	226	0	1002	42.6
587	AB289686  	81	90	68	85	1	330	48.6
588	AB453383  	343	199	218	227	0	1002	42.2
589	AB451128  	189	146	94	141	0	579	42.1
590	AB259109  	344	200	218	225	0	1002	42.4
591	AB259745  	73	78	62	78	0	296	48.1
592	AB510200  	338	206	212	222	0	992	42.7
593	AB510208  	179	165	93	162	1	609	43.0
594	AB510201  	339	206	212	221	0	992	42.7
595	AB510209  	204	185	110	185	0	694	43.1
596	AB451129  	194	158	99	149	0	609	42.8
597	AB255397  	325	217	216	220	0	992	44.3
598	AB243873  	341	204	220	222	0	1002	43.0
599	AB259110  	340	204	216	227	0	1002	42.6
600	AB259744  	89	91	70	86	0	341	47.9
601	AB289670  	344	202	217	224	0	1002	42.5
602	AB289679  	87	88	69	86	0	335	47.6
603	AB510202  	338	206	212	222	0	992	42.7
604	AB510210  	193	159	96	152	0	609	42.5
605	AB259740  	342	202	216	227	0	1002	42.4
606	AB259768  	87	91	68	87	0	338	47.7
607	AB451130  	194	158	99	149	0	609	42.8
608	AB243872  	341	204	219	223	0	1002	42.9
609	AB289680  	89	92	70	85	0	341	48.2
610	AB243871  	341	203	219	224	0	1002	42.8
611	AB289681  	87	90	71	85	0	338	48.3
612	AB451131  	197	158	95	150	0	609	42.2
613	AB255398  	337	207	213	221	0	992	42.9
614	AB451132  	187	147	97	139	0	579	42.8
615	AB451166  	331	212	212	223	0	992	43.4
616	AB289671  	342	202	217	226	0	1002	42.5
617	AB289682  	82	84	65	84	0	320	47.3
618	AB243870  	345	201	217	224	0	1002	42.4
619	AB259775  	84	87	69	87	0	332	47.7
620	AB243869  	342	202	216	227	0	1002	42.4
621	AB259751  	85	92	72	87	0	341	48.8
622	AB243868  	340	204	219	224	0	1002	42.9
623	AB259776  	88	90	69	86	0	338	47.7
624	AB243867  	344	200	217	226	0	1002	42.2
625	AB259774  	65	60	52	73	0	254	44.8
626	AB243744  	325	217	217	219	0	992	44.4
627	AB243745  	325	217	217	219	0	992	44.4
628	AB255391  	326	216	217	219	0	992	44.3
629	AB289676  	342	202	217	226	0	1002	42.5
630	AB289687  	88	89	69	87	0	338	47.4
631	AB259741  	342	202	217	226	0	1002	42.5
632	AB259769  	87	90	70	86	0	338	48.0
633	AB246366  	342	202	217	226	0	1002	42.5
634	AB259750  	84	88	68	87	0	332	47.7
635	AB259739  	342	202	217	226	0	1002	42.5
636	AB259767  	84	88	67	86	0	330	47.7
637	AB259101  	342	202	218	225	0	1002	42.6
638	AB259749  	84	88	68	87	0	332	47.7
639	AB259105  	343	201	217	226	0	1002	42.4
640	AB259770  	72	81	60	81	0	299	48.0
641	AB510919  	251	198	130	195	0	786	42.4
642	AB510920  	248	193	126	189	0	767	42.2
643	AB259102  	341	201	218	227	0	1002	42.5
644	AB259748  	83	85	66	84	0	323	47.5
645	AB510921  	248	193	126	189	0	767	42.2
646	AB289677  	341	203	214	229	0	1002	42.2
647	AB289688  	87	93	69	87	0	341	48.2
648	AB510922  	252	199	131	192	0	786	42.6
649	GU014772  	601	378	313	409	0	1726	40.6
650	GU014773  	450	330	264	366	0	1431	42.1
651	GU136025  	811	517	441	505	0	2307	42.1
652	GU136058  	770	587	432	491	0	2313	44.7
653	GU138869  	286	253	208	235	0	997	46.9
654	GU138869  	286	253	208	235	0	997	46.9
655	GU138902  	496	395	294	312	0	1519	46.0
656	GU138935  	705	528	422	496	0	2182	44.2
657	AB510923  	238	186	122	186	0	743	42.1
658	AB124658  	436	343	265	366	0	1431	43.1
659	AB284320  	563	417	360	425	0	1791	44.0
660	AB295605  	551	409	353	418	0	1756	44.0
661	AB295606  	442	348	267	374	0	1452	43.0
662	EF614248  	541	408	351	404	0	1729	44.5
663	EF614249  	538	406	351	403	0	1723	44.6
664	EF614250  	538	406	351	403	0	1723	44.6
665	EF614251  	538	406	351	403	0	1723	44.6
666	J02090    	554	414	354	416	0	1763	44.2
667	M34829    	289	214	175	212	0	903	43.7
668	M34829    	289	214	175	212	0	903	43.7
669	M55059    	561	415	361	426	0	1789	44.0
670	M63515    	292	270	214	251	0	1042	47.1
671	M63515    	292	270	214	251	0	1042	47.1
672	V01085    	563	416	360	426	0	1791	44.0
673	AB043708  	333	232	222	248	0	1050	43.9
674	AB255389  	324	218	217	219	0	992	44.5
675	D10571    	290	213	175	212	0	903	43.6
676	D10571    	290	213	175	212	0	903	43.6
677	AB510924  	241	188	122	184	0	746	42.2
678	AB289678  	343	200	217	227	0	1002	42.2
679	AB289689  	87	91	68	87	0	338	47.7
680	AB510925  	243	188	122	185	0	749	42.0
681	AB510926  	250	194	130	191	0	776	42.4
682	GU014774  	600	379	314	408	0	1726	40.7
683	GU014775  	450	330	263	367	0	1431	42.1
684	GU135996  	271	202	169	208	0	863	43.6
685	GU135996  	271	202	169	208	0	863	43.6
686	GU136026  	813	515	438	508	0	2307	41.9
687	GU136059  	770	587	431	492	0	2313	44.6
688	GU138870  	286	253	208	235	0	997	46.9
689	GU138870  	286	253	208	235	0	997	46.9
690	GU138903  	496	395	294	312	0	1519	46.0
691	GU138936  	705	529	421	496	0	2182	44.2
692	AB255392  	337	207	213	221	0	992	42.9
693	AB259111  	342	201	217	227	0	1002	42.4
694	AB259743  	86	86	66	86	0	329	46.9
695	AB259112  	341	203	217	226	0	1002	42.6
696	AB259742  	53	50	43	64	0	213	44.3
697	AB453352  	339	204	219	225	0	1002	42.9
698	AB043490  	355	223	224	230	0	1047	43.3
699	AB451133  	188	147	96	139	0	579	42.6
700	AB043493  	353	224	225	230	0	1047	43.5
701	AB520639  	250	195	126	189	0	771	42.2
702	AB520640  	226	175	116	173	0	700	42.2
703	AB453353  	343	200	219	225	0	1002	42.5
704	AB451134  	197	158	95	150	0	609	42.2
705	AB520641  	247	193	127	189	0	767	42.3
706	AB520642  	233	178	119	175	0	716	42.1
707	AB520643  	239	179	121	178	0	728	41.8
708	AB520644  	247	193	127	189	0	767	42.3
709	AB520645  	242	188	123	182	0	746	42.3
710	AB453343  	337	208	215	218	0	992	43.3
711	AB451135  	197	158	95	150	0	609	42.2
712	AB520646  	239	182	122	180	0	734	42.0
713	AB520647  	231	176	118	174	0	709	42.1
714	AB520648  	238	179	121	176	0	725	42.0
715	AB520649  	243	189	124	182	0	749	42.4
716	AB520650  	239	181	121	179	0	731	41.9
717	AB520651  	247	193	127	189	0	767	42.3
718	AB451136  	189	145	94	142	0	579	41.9
719	AB451167  	335	211	210	222	0	992	43.0
720	AB520652  	240	183	121	185	0	740	41.7
721	AB520653  	242	185	122	186	0	746	41.8
722	AB520654  	243	186	121	182	0	743	41.9
723	AB510205  	337	206	214	221	0	992	42.9
724	AB510214  	193	159	96	152	0	609	42.5
725	AB453349  	339	206	217	225	0	1002	42.9
726	AB451137  	196	158	96	150	0	609	42.3
727	AB451138  	196	161	96	147	0	609	42.8
728	AB453368  	342	201	217	227	0	1002	42.4
729	AB451139  	189	147	93	141	0	579	42.1
730	AB451140  	189	149	93	139	0	579	42.5
731	AB453354  	340	205	217	225	0	1002	42.8
732	AB510215  	193	159	96	152	0	609	42.5
733	AB289672  	340	203	218	226	0	1002	42.7
734	AB289683  	88	92	69	87	0	341	47.9
735	AB510206  	336	206	215	221	0	992	43.0
736	AB510216  	192	160	96	152	0	609	42.7
737	AB510217  	193	159	96	152	0	609	42.5
738	AB043707  	331	232	223	249	0	1050	44.0
739	AB451124  	188	147	94	141	0	579	42.3
740	AB451141  	188	147	96	139	0	579	42.6
741	AB451142  	186	155	94	135	0	579	43.7
742	AB451143  	190	150	93	137	0	579	42.6
743	AB451144  	188	148	95	139	0	579	42.6
744	AB451145  	196	158	95	151	0	609	42.2
745	AB451168  	335	208	218	217	0	992	43.6
746	AB451146  	188	149	94	139	0	579	42.6
747	AB255393  	328	215	218	217	0	992	44.3
748	AB453355  	341	203	219	224	0	1002	42.8
749	AB451147  	195	158	95	152	0	609	42.2
750	AB451148  	186	150	94	140	0	579	42.8
751	AB451149  	188	152	95	135	0	579	43.3
752	AB453356  	342	201	219	225	0	1002	42.6
753	AB451150  	189	152	93	136	0	579	43.0
754	AB510218  	174	140	89	137	0	548	42.4
755	AB451151  	196	158	95	151	0	609	42.2
756	AB453344  	337	206	217	218	0	992	43.3
757	AB453357  	340	205	217	225	0	1002	42.8
758	AB451125  	195	157	99	149	0	609	42.7
759	AB510211  	193	159	96	152	0	609	42.5
760	AB453345  	337	207	215	219	0	992	43.1
761	AB453346  	337	206	217	218	0	992	43.3
762	AB453347  	337	206	217	218	0	992	43.3
763	AB289673  	342	201	218	226	0	1002	42.5
764	AB289684  	88	92	69	87	0	341	47.9
765	AB453358  	338	206	218	225	0	1002	43.0
766	AB451152  	194	158	99	149	0	609	42.8
767	AB453359  	341	204	217	225	0	1002	42.7
768	AB255394  	328	215	218	217	0	992	44.3
769	AB453360  	341	202	220	224	0	1002	42.8
770	AB453361  	343	201	218	225	0	1002	42.5
771	U48446    	336	224	225	247	0	1047	43.5
772	AB453362  	343	200	218	226	0	1002	42.4
773	AB451153  	196	158	95	151	0	609	42.2
774	AB259103  	342	202	217	226	0	1002	42.5
775	AB259747  	82	87	65	84	0	323	47.8
776	AB453342  	337	207	215	219	0	992	43.1
777	AB453363  	342	201	219	225	0	1002	42.6
778	AB451154  	189	148	93	140	0	579	42.3
779	AB451169  	332	207	221	218	0	992	43.8
780	AB453364  	342	201	220	224	0	1002	42.7
781	AB451155  	153	120	86	121	0	487	42.9
782	AB451170  	335	208	218	217	0	992	43.6
783	AB453365  	340	203	219	225	0	1002	42.8
784	AB453369  	343	201	216	227	0	1002	42.2
785	AB451156  	435	311	233	354	0	1353	40.8
786	AB451171  	336	209	211	222	0	992	42.9
787	AB453370  	341	201	217	228	0	1002	42.4
788	AB445013  	195	157	97	151	0	609	42.3
789	AB445014  	334	211	211	222	0	992	43.1
790	AB453348  	337	206	217	218	0	992	43.3
791	AB453371  	342	201	216	228	0	1002	42.2
792	AB453366  	340	205	216	226	0	1002	42.7
793	AB453372  	342	201	216	228	0	1002	42.2
794	AB453367  	342	201	219	225	0	1002	42.6
795	AB453373  	341	201	217	228	0	1002	42.4
796	AB453350  	340	205	216	226	0	1002	42.7
797	AB510203  	335	210	213	220	0	992	43.3
798	AB510212  	192	159	97	152	0	609	42.7
799	AB259106  	341	204	217	225	0	1002	42.7
800	AB259771  	87	93	69	87	0	341	48.2
801	AB457183  	340	206	214	227	0	1002	42.6
802	AB457184  	339	206	214	228	0	1002	42.6
803	AB451172  	331	212	212	223	0	992	43.4
804	AB289675  	342	201	217	227	0	1002	42.4
805	AB289685  	88	92	69	87	0	341	47.9
806	AB451158  	336	208	216	218	0	992	43.4
807	AB510219  	193	160	96	151	0	609	42.7
808	AB451159  	336	208	216	218	0	992	43.4
809	AB510207  	338	205	214	221	0	992	42.8
810	AB510220  	192	160	96	152	0	609	42.7
811	AB451160  	336	208	218	216	0	992	43.6
812	AB451157  	196	158	95	151	0	609	42.2
813	AB510221  	193	159	96	152	0	609	42.5
814	AB451119  	195	158	96	151	0	609	42.3
815	AB451161  	336	208	218	216	0	992	43.6
816	AB510222  	192	160	96	152	0	609	42.7
817	AB510223  	193	160	96	151	0	609	42.7
818	AB259104  	339	204	217	227	0	1002	42.7
819	AB259746  	84	87	66	84	0	326	47.7
820	AB453351  	339	206	217	225	0	1002	42.9
821	AB510204  	337	206	212	223	0	992	42.7
822	AB510213  	196	157	95	152	0	609	42.0
823	AB453374  	343	198	218	228	0	1002	42.1
824	AB451120  	186	150	93	141	0	579	42.6
825	AB451162  	337	208	217	216	0	992	43.5
826	AB043496  	347	222	223	237	0	1044	43.2
827	AB451121  	195	157	97	151	0	609	42.3
828	AB451163  	336	209	210	223	0	992	42.8
829	AB453375  	341	201	219	226	0	1002	42.6
830	AB453376  	342	200	218	227	0	1002	42.4
831	AB453377  	342	200	218	227	0	1002	42.4
832	U48444    	333	227	223	249	0	1047	43.6
833	GQ365410  	600	379	314	408	0	1726	40.7
834	GQ365411  	286	253	208	235	0	997	46.9
835	GQ365411  	286	253	208	235	0	997	46.9
836	GQ365412  	451	329	263	367	0	1431	42.0
837	GQ365413  	496	395	294	312	0	1519	46.0
838	GQ365414  	271	202	170	208	0	864	43.7
839	GQ365414  	271	202	170	208	0	864	43.7
840	GQ365415  	705	529	423	494	0	2182	44.3
841	GQ365416  	812	516	439	507	0	2307	42.0
842	GQ365417  	769	588	432	491	0	2313	44.7
843	AF008825  	324	223	212	228	0	1002	44.1
844	U48443    	331	231	221	249	0	1047	43.8
845	AB117194  	331	214	210	223	0	992	43.4
846	AY661155  	350	252	232	261	0	1111	44.2
847	AB117165  	330	214	215	219	0	992	43.9
848	EF584373  	437	337	274	362	0	1431	43.3
849	GQ168624  	273	202	174	214	0	876	43.6
850	GQ168624  	273	202	174	214	0	876	43.6
851	GQ200229  	769	588	431	492	0	2313	44.7
852	GQ200230  	705	530	421	495	0	2182	44.2
853	GQ323480  	451	329	262	368	0	1431	41.9
854	GQ457474  	284	255	208	235	0	997	47.1
855	GQ457474  	284	255	208	235	0	997	47.1
856	GQ894929  	600	379	314	408	0	1726	40.7
857	GQ894930  	813	516	438	507	0	2307	42.0
858	GQ894931  	493	398	294	312	0	1519	46.2
859	M57630    	326	232	224	233	20	1050	44.1
860	CY016322  	350	219	224	236	0	1044	43.1
861	EU100631  	452	335	250	376	0	1434	41.4
862	EU100677  	343	225	222	239	0	1044	43.4
863	EU199292  	387	269	245	276	1	1195	43.6
864	EU199334  	382	269	245	273	1	1187	43.9
865	EU199321  	382	271	243	278	2	1193	43.7
866	CY031455  	350	216	217	237	0	1035	42.5
867	CY031872  	355	220	225	240	0	1055	42.8
868	CY031873  	355	221	224	240	0	1055	42.8
869	CY031874  	354	221	225	240	0	1055	42.9
870	CY031875  	352	223	225	240	0	1055	43.1
871	CY031876  	354	221	225	240	0	1055	42.9
872	CY031877  	355	221	224	240	0	1055	42.8
873	CY031878  	352	223	225	239	0	1054	43.1
874	CY031879  	354	221	226	239	0	1055	43.0
875	CY031880  	355	221	223	241	0	1055	42.7
876	CY031881  	355	220	225	240	0	1055	42.8
877	CY031882  	353	222	225	240	0	1055	43.0
878	CY031883  	355	220	226	239	0	1055	42.9
879	CY031884  	353	221	223	243	0	1055	42.7
880	CY031885  	354	221	224	241	0	1055	42.8
881	CY031886  	353	223	227	237	0	1055	43.3
882	CY032634  	352	221	224	243	0	1055	42.8
883	CY034429  	354	219	225	239	0	1052	42.8
884	CY034439  	355	218	226	238	0	1052	42.8
885	CY034441  	353	220	225	239	0	1052	42.9
886	CY034503  	345	220	221	237	0	1038	43.1
887	CY034582  	360	233	227	250	0	1086	43.0
888	CY069646  	417	265	237	281	0	1218	41.8
889	CY069647  	418	265	237	280	0	1218	41.8
890	CY069725  	417	266	237	280	0	1218	41.9
891	CY069726  	415	267	237	281	0	1218	42.0
892	CY069727  	418	264	239	279	0	1218	41.9
893	CY069728  	417	265	239	279	0	1218	42.0
894	CY069729  	416	266	237	281	0	1218	41.9
895	CY069730  	417	266	237	280	0	1218	41.9
896	CY069731  	418	264	240	278	0	1218	42.0
897	CY069732  	417	265	238	280	0	1218	41.9
898	CY069733  	417	264	238	281	0	1218	41.8
899	CY069734  	417	265	238	280	0	1218	41.9
900	CY069735  	417	264	239	280	0	1218	41.9
901	CY069736  	414	267	238	281	0	1218	42.1
902	CY069737  	415	267	238	280	0	1218	42.1
903	CY069738  	417	265	237	281	0	1218	41.8
904	CY069648  	377	246	217	260	0	1116	42.1
905	CY069649  	379	245	217	259	0	1116	42.0
906	CY069650  	380	246	217	257	0	1116	42.1
907	CY069744  	404	263	251	282	0	1218	42.8
908	CY025381  	597	397	325	422	0	1766	41.5
909	CY025382  	294	249	204	238	0	1000	46.0
910	CY025382  	294	249	204	238	0	1000	46.0
911	CY025383  	456	337	252	380	0	1446	41.3
912	CY025384  	496	399	305	324	0	1546	46.2
913	CY025385  	265	211	162	211	0	862	43.9
914	CY025385  	265	211	162	211	0	862	43.9
915	CY025386  	744	518	396	541	0	2231	41.6
916	CY025387  	809	508	434	554	0	2338	40.9
917	CY025387  	809	508	434	554	0	2338	40.9
918	CY025388  	808	547	408	535	0	2331	41.6
919	CY026035  	583	378	344	416	0	1746	42.0
920	CY026036  	278	262	205	239	0	999	47.5
921	CY026036  	278	262	205	239	0	999	47.5
922	CY026037  	443	339	274	373	0	1450	42.9
923	CY026038  	501	401	293	325	0	1542	45.7
924	CY026039  	287	194	159	205	0	858	41.8
925	CY026039  	287	194	159	205	0	858	41.8
926	CY026040  	733	514	415	525	0	2219	42.5
927	CY026041  	815	524	448	510	0	2330	42.3
928	CY026041  	815	524	448	510	0	2330	42.3
929	CY026042  	796	565	414	526	0	2334	42.5
930	CY027411  	585	397	323	420	0	1750	41.7
931	CY027412  	289	251	204	238	0	997	46.3
932	CY027412  	289	251	204	238	0	997	46.3
933	CY027413  	452	337	251	381	0	1442	41.4
934	CY027414  	496	397	305	322	0	1542	46.2
935	CY027415  	267	210	161	212	0	863	43.6
936	CY027415  	267	210	161	212	0	863	43.6
937	CY027416  	741	515	395	540	0	2223	41.5
938	CY027417  	803	507	436	551	0	2330	41.1
939	CY027417  	803	507	436	551	0	2330	41.1
940	CY027418  	808	545	411	533	0	2330	41.6
941	CY025859  	582	379	341	419	0	1746	41.8
942	CY025860  	284	262	208	241	0	1010	47.2
943	CY025860  	284	262	208	241	0	1010	47.2
944	CY025861  	445	341	274	372	0	1453	42.9
945	CY025862  	500	401	296	324	0	1543	45.8
946	CY025863  	291	191	161	205	0	861	41.5
947	CY025863  	291	191	161	205	0	861	41.5
948	CY025864  	733	516	413	522	0	2216	42.5
949	CY025865  	819	519	448	517	0	2336	42.0
950	CY025865  	819	519	448	517	0	2336	42.0
951	CY025866  	797	564	417	525	0	2336	42.6
952	CY072074  	601	379	313	408	0	1726	40.7
953	CY072075  	603	376	313	409	0	1726	40.5
954	CY072076  	601	378	314	408	0	1726	40.7
955	CY072077  	601	376	314	410	0	1726	40.6
956	CY072078  	603	376	314	408	0	1726	40.6
957	CY072079  	601	377	314	409	0	1726	40.6
958	CY072080  	601	377	313	410	0	1726	40.6
959	CY072081  	602	376	314	408	1	1726	40.6
960	CY072082  	602	378	313	408	0	1726	40.6
961	CY072083  	595	373	311	405	0	1709	40.6
962	EU199306  	573	395	320	413	1	1727	42.0
963	EU516135  	452	335	248	378	0	1434	41.3
964	EU716436  	438	333	270	368	1	1431	42.8
965	EU716438  	277	261	206	240	0	999	47.5
966	EU716438  	277	261	206	240	0	999	47.5
967	GQ476139  	583	383	312	419	1	1723	40.9
968	GQ476140  	461	331	252	369	0	1434	41.3
969	GQ476141  	291	249	205	239	0	999	46.1
970	GQ476141  	291	249	205	239	0	999	46.1
971	EU716533  	468	330	257	372	0	1448	41.1
972	EU716540  	594	390	318	420	5	1752	41.0
973	GQ475762  	290	247	206	238	1	997	46.1
974	GQ475762  	290	247	206	238	1	997	46.1
975	GQ476017  	583	382	314	418	1	1723	41.0
976	GQ476018  	461	331	253	368	0	1434	41.3
977	GQ476019  	292	250	203	239	0	999	46.0
978	GQ476019  	292	250	203	239	0	999	46.0
979	EU716543  	466	332	256	373	0	1448	41.2
980	EU716555  	598	389	315	424	1	1752	40.8
981	GQ476055  	583	382	314	418	1	1723	41.0
982	GQ476056  	461	331	253	368	0	1434	41.3
983	GQ476057  	292	250	203	239	0	999	46.0
984	GQ476057  	292	250	203	239	0	999	46.0
985	FJ532065  	436	335	271	366	2	1431	43.0
986	FJ532066  	576	376	340	409	0	1726	42.1
987	GQ377033  	450	330	262	368	0	1431	42.0
988	GQ377034  	495	396	294	312	0	1519	46.1
989	GQ377035  	600	379	313	409	0	1726	40.7
990	EU199428  	438	336	273	362	1	1431	43.2
991	EU516052  	570	380	338	412	1	1726	42.2
992	FJ687000  	460	331	253	369	0	1434	41.3
993	FJ687001  	583	381	313	419	2	1723	40.9
994	GQ475819  	291	249	205	239	0	999	46.1
995	GQ475819  	291	249	205	239	0	999	46.1
996	EU199374  	575	376	340	409	1	1726	42.1
997	EU516192  	436	336	271	366	1	1431	43.0
998	EU516099  	358	212	226	233	0	1044	42.6
999	AY210119  	435	344	264	367	0	1431	43.1
1000	AY210224  	488	394	297	318	0	1519	46.2
1001	AY210253  	274	262	208	238	0	997	47.9
1002	AY210253  	274	262	208	238	0	997	47.9
1003	AY210299  	268	204	165	201	0	850	44.0
1004	AY210299  	268	204	165	201	0	850	44.0
1005	AF008748  	329	216	215	227	0	1002	43.7
1006	CY016331  	346	224	224	235	0	1044	43.5
1007	EU516254  	578	388	313	417	2	1723	41.3
1008	EU516275  	462	328	255	368	0	1434	41.3
1009	EU716604  	290	251	205	238	0	999	46.3
1010	EU716604  	290	251	205	238	0	999	46.3
1011	AY029287  	347	222	222	238	0	1044	43.1
1012	EF473387  	375	242	232	254	0	1119	43.0
1013	EU516256  	580	387	314	417	0	1723	41.3
1014	EU716600  	289	250	206	239	0	999	46.3
1015	EU716600  	289	250	206	239	0	999	46.3
1016	EU887020  	462	328	255	368	0	1434	41.3
1017	EU100539  	442	337	271	360	0	1431	43.1
1018	AF008744  	327	216	220	224	0	1002	44.2
1019	EF473504  	359	243	226	247	0	1091	43.6
1020	EU100548  	440	342	273	363	0	1439	43.4
1021	AF008838  	324	221	214	228	0	1002	44.1
1022	CY019955  	597	395	321	401	0	1739	41.8
1023	CY019956  	283	258	210	235	0	1001	47.5
1024	CY019956  	283	258	210	235	0	1001	47.5
1025	CY019957  	412	345	244	367	0	1388	43.1
1026	CY019958  	497	398	307	326	0	1550	46.1
1027	CY019959  	265	207	170	202	0	857	44.7
1028	CY019959  	265	207	170	202	0	857	44.7
1029	CY019960  	739	513	407	531	0	2222	42.0
1030	CY019961  	789	520	448	532	0	2322	42.3
1031	CY019961  	789	520	448	532	0	2322	42.3
1032	CY019962  	771	587	416	519	0	2326	43.7
1033	EF473638  	379	241	233	253	0	1122	42.9
1034	AF008723  	327	217	217	226	0	1002	44.0
1035	EF473505  	359	246	225	248	0	1094	43.7
1036	EF473506  	363	243	230	248	0	1100	43.6
1037	EF473351  	383	244	238	253	0	1134	43.1
1038	EF473507  	355	230	223	240	0	1063	43.2
1039	EF473508  	370	246	236	251	0	1119	43.7
1040	K01332    	293	211	175	211	0	903	43.4
1041	K01332    	293	211	175	211	0	903	43.4
1042	EF473329  	376	242	232	253	0	1119	43.0
1043	EF473340  	377	241	232	253	0	1119	42.9
1044	EU100537  	442	339	273	364	0	1439	43.2
1045	AF008863  	315	226	215	230	0	1001	44.7
1046	AF008814  	321	221	217	228	0	1002	44.4
1047	CY031392  	355	239	228	251	0	1089	43.5
1048	CY031393  	352	231	227	250	0	1076	43.2
1049	CY031887  	354	221	225	240	0	1055	42.9
1050	CY031888  	354	221	225	240	0	1055	42.9
1051	CY034574  	354	238	227	251	0	1086	43.5
1052	CY034524  	354	238	227	251	0	1086	43.5
1053	CY069651  	416	266	239	279	0	1218	42.1
1054	CY069652  	416	266	238	280	0	1218	42.0
1055	CY069653  	417	265	238	280	0	1218	41.9
1056	CY069654  	416	266	238	280	0	1218	42.0
1057	CY069655  	416	266	238	280	0	1218	42.0
1058	CY069656  	417	266	237	280	0	1218	41.9
